Date,Open,High,Low,Close,Adj Close,Volume
2010-09-30,1.100000,1.100000,1.100000,1.100000,1.100000,900
2010-10-01,1.100000,1.100000,1.100000,1.100000,1.100000,0
2010-10-04,1.100000,1.100000,1.100000,1.100000,1.100000,0
2010-10-05,1.100000,1.100000,1.100000,1.100000,1.100000,0
2010-10-06,1.100000,1.100000,1.100000,1.100000,1.100000,0
2010-10-07,1.100000,1.100000,1.100000,1.100000,1.100000,0
2010-10-08,1.100000,1.100000,1.100000,1.100000,1.100000,0
2010-10-11,1.100000,1.100000,1.100000,1.100000,1.100000,0
2010-10-12,5.300000,5.500000,5.300000,5.500000,5.500000,500
2010-10-13,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-10-14,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-10-15,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-10-18,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-10-19,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-10-20,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-10-21,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-10-22,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-10-25,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-10-26,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-10-27,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-10-28,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-10-29,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-11-01,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-11-02,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-11-03,5.500000,5.500000,5.500000,5.500000,5.500000,0
2010-11-04,3.800000,3.800000,3.100000,3.100000,3.100000,200
2010-11-05,3.100000,3.100000,3.100000,3.100000,3.100000,0
2010-11-08,3.100000,3.100000,3.100000,3.100000,3.100000,0
2010-11-09,3.100000,3.100000,3.100000,3.100000,3.100000,0
2010-11-10,3.100000,3.100000,3.100000,3.100000,3.100000,0
